,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
2122,Nam,Bac Lieu,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự vui vẻ ích nói hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) hướng ngoại vui vẻ hòa đồng nghiêm túc",pizza bánh tép món ăn health,chạy bộ bơi lội.,không,bình đẳng có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe.,8,10
3987,Nữ,Thanh Hoa,nhưng lúc high thì lại muốn nói rất nhiều,ăn haidilao mỳ trộn cơm chiên các loại không uống nước ngọt có ga thích ăn mì tômmmmm,o buổi chiều online shopping hích võ taekwondo,không,ngay thẳng tính giống mình có giúp đỡ hoà đồng chùi dọn phòng,9,7
3212,Nữ,Dong Thap,không thích giao tiếp với người lạ hướng nội nữa mùa í nói hướng nội là người hướng nội,cà phê sữa thức ăn gì ngon đều yêu thích thích ăn món mì cay cứ đồ ăn là thích mặn,shopping choi game ko thích bị ép buộc thể thao thích học thích code,không,không quá nóng tính không nhiều chuyện thích 1 mình đồ mình sở hữu là được vì mình cũng như vậy. sinh hoạt cú đêm giống mình hihi,10,9
578,Nữ,Nghe An,là người ít nói chuyện ít nói nhiều,nước ngọt miễn là nước ngọt có ga bún bò bún bò phở hu tiu com tam dừa dầm........ đồ ăn chay,thích ngủ phim hành động thử nhiều điều mới mình thích xem phim vận động thể lực (nhẹ),không,sạch! gọn gàng!!!! chia việc nhà thì phải lm,7,7
1910,Nam,Lao Cai,hướnh ngoại hướng ngoại ít nói thích ở một mình,các loại mì sữa tươi trân châu đường đen sữa đậu nành buger,vẽ tranh thích học thích code coi anime,không,tiết kiệm một chút năng động vui tính thân thiện,9,8
6392,Nữ,Ben Tre,"nói nhiều với người quen thích đi dây đó thích tìm hiểu không thích giao tiếp với người lạ mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",các loại xôi vs chè trà olong,đi dạo o buổi sáng thích môn toán,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự dễ chung sống quan tâm trầm tính ít nói nữa thì quá tuyệt vời,8,6
5404,Nữ,Quang Ngai,tôi là một người ít nói huong noi va thich o mot minh,cũm được không quá kén chọn,phim truyền hình phụ kiện công nghệ cầu lông,không,người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương đi chơi bên ngoài. có qua có lại người hòa đồng không khó tính,8,7
3619,Nữ,Ha Tinh,thích vui vẻ hướng ngoại. hướng ngoại part time hoà đồng với mng người đang học trường fpt,các loại trà trái cây bánh cuốn kẹo no trừ những món liên quan tới cá ; các dòng nước ngọt đều thích,xem anime học toán,không,ai đó chịu chơi ngu với t,2,8
5049,Nam,Hai Duong,"thích vui vẻ khác trầm thích cứ gái mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",c2,tâm lí học chơi đàn cờ tướng o buổi tối,Có,"sinh hoạt cú đêm giống mình hihi xinh đẹp nói ít 
<3",8,9
4090,Nữ,Binh Duong,nhưng không hẳn hướng nội :)) đôi khi ko thích chia sẻ nhiều lắm,các loại bánh ngọt,quay tik tok,không,hoà đồng hoạt bát sạch sẽ chùi dọn phòng muốn có bạn gái không đòi mói hài hước nhưng phải có điểm dừng,7,8
8455,Nam,Dien Bien,sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt dễ thích nghi dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. có quy tắc riêng,cứ đồ ăn là thích các loại lẩu,ngắm bầu trời,không,hòa nhập sẵn sàng quan tâm chia sẻ đồng cảm vui vẻ,8,8
9237,Nam,Thanh Hoa,í nói hướng nội lúc nói nhiều lúc nói ít là một người thiếu ngủ mình khá dễ hòa đồng nhưng tùy đối tượng đôi lúc hướng ngoại,"đồ cuốn
pepsi cơm tấm sườn bì chả fanta sữa bắp",thích đánh cờ thích đá bóng đi dạo ngắm cây học travelling,không,hiền có ý thức là được biết điều siêng năng có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc,8,10
4357,Nam,Ha Giang,có phần hơi thích kiểm soát,sữa trái cây thích đồ chay,xem anime phim truyền hình thích chill,không,biết nhậu bạn cùng phòng phải là người sạch sẽ mong muốn được ở cùng với người có sở thích khoa học với mình nói nhìu hoà đồng ăn xong nhớ dọn,8,10
4666,Nam,Binh Dinh,có thể mời người ta đi ăn nếu vui hướng ngoại full time vui nhộn,trừ đồ đắng ra thì mình đều ăn được bò nướng ăn cơm gia đình tự nấu nước ngọt trừ những món liên quan tới cá ; các dòng nước ngọt đều thích,ngắm bầu trời thích nghe nhạc đọc manga xem anime xem phim âu action nghe nhạc,không,người có tính hòa đồng,10,9
1435,Nữ,Hoa Binh,hiểu biết. huong noi va thich o mot minh thích giao tiếp hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không có thể đi ăn ngoài nếu được mời,hải sản nước bún đậu mắm tôm bánh bông lan dâu bánh . nước coca . mì cay... bánh plan,lập trình,không,vui vẻ thoải mái vô duyên,8,5
3078,Nam,Lao Cai,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. mình hk thích sự gượng ép là 1 ng ít nói hướng nội cà thích ở 1 mình thích vui chơi,mình ăn thích ăn đồ healthy cá viên chiên mắm tỏi,ko thích gì hết nói chuyện cùng bạn bè,không,tâm lý biết nghĩ,8,8
7204,Nữ,Ninh Thuan,thích mọi thứ có trật tự khá hướng nội. thích sạch sẽ cũng có lúc hướng nội có lúc hướng ngoại hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) hoà đồng nhưng cũng thích ở một mình,ít mỡ hủ tiếu …. đồ ăn nhanh,android tập thể dục xem tin tức công nghệ học tiếng nhật,không,thằng bạn thích hút thuốc ở sạch sẽ cẩn thận hiểu lễ phép,5,6
1069,Nữ,Soc Trang,một người vui vẻ huong noi hướng trung e là một người khá tự ti,trừ đồ đắng ra thì mình đều ăn được chocolate,kiếm tiền tấu hài đi tản bộ pha chế,không,trách nhiệm 1 người tốt bụng tôn trọng không gian cá nhân không tính toán với bạn cùng phòng khác. sạch sẻ,8,5
7934,Nữ,Ha Giang,là người thích nghệ thuật thích đi dây đó,cơm người yêu nấu,vận động thể lực (nhẹ) thích ngủ thích hát,không,hiểu chuyện. bạn cùng phòng phải là người hiểu chuyện hoà đồng. có chung sở thích,7,9
5711,Nam,Binh Duong,có xu hướng ambivert cống hiến hết mình là một người ít nói hướng nội tùy lúc tìm người người làm đồ án tốt nghiệp chung.,bánh tráng bún đậu trà sữa,phim hoạt hình pha chế trò chơi điện tử lướt mạng âm nhạc,không,biết giúp đỡ thấu hiểu biết chia sẻ,8,7
6939,Nam,Binh Dinh,nhưng lúc high thì lại muốn nói rất nhiều mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân nhưng lại thích giao lưu =)),các món ăn truyền thống hoặc món ăn đường phố việt nam hủ tiếu trà chanh mình thích trà bí đao ngô gia bạc sỉu,o buổi sáng đánh cầu lông học đánh võ,không,v.v tự giác người sống có quy củ thằng bạn thích hút thuốc,10,9
6043,Nữ,Bac Lieu,nhiệt tình,mì cay trà sữa sandwich thích caffee bún đậu mắm tôm,học công nghệ đi chơi cùng bạn bè người thân,Có,trầm tính ít nói nữa thì quá tuyệt vời người hướng ngoại thích 1 mình không tự tiện,9,9
3605,Nam,Binh Dinh,ít nói nhát bắt chuyện với người lạ làm quen nhiều bạn mới không phải hướng nội nhưng không thích chỗ đông người là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,nước ngọt nước trà (như c2,ngắm bầu trời chính trị ko thích gì hết được ăn cầu lông,không,thân thiện đừng ở dơ vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối ý kiến của mình lên bạn cùng phòng,10,8
4754,Nữ,Binh Phuoc,bình thường là một người ít nói hướng nội thích yên tĩnh không thích ồn ào mình là một người hướng nội,thịt kho mắm ruốc nước suối trà nóng sữa milo,lắp ráp thích xem phim,không,vui trưởng thành,9,5
492,Nam,Hoa Binh,thích một mình nhưng lại sợ cô đơn nói nhiều với người quen nhát bắt chuyện với người lạ,trà ô long mì xào mì trộn trà đá mắm chưng thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,dân chơi hệ điều hành (windows bói tử vi mình rất thích nghệ thuật âm nhạc ( nghe nhạc) ngắm bầu trời,không,có thói quen dọn dẹp ăn ở sạch sẽ ở sạch sẽ giỏi không care lắm,10,8
9458,Nam,Thai Binh,thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ extrovert thích kết bạn,bánh bông lan dâu bánh gai cơm cháy kho quẹt bún trà ô long,kinh quẻ mình thích hát thích ngủ các hoạt động xã hội online shopping,Có,thẳng thắn học giỏi 1 chút (nhưng không tự cao không khó tính,8,10
8174,Nam,Quang Ngai,thích đi chơi cùng những người bạn thân thiết ngoại người suy nghĩ nhiều hướng nội thích ở một mình,mì cay trà sữa bánh mỳ thích đồ ngọt bún trộn thịt kho mắm ruốc,holywood,không,dễ tính... đáng tin cậy,10,7
9451,Nữ,Thanh Hoa,hoà đồng vui vẻ,nước suối trà nóng các loại trà trái cây,đàn hát tiêu tiền. nghe nhạc xem phim đi lượn đường,không,dễ tính...,8,10
1473,Nữ,Ca Mau,không thích nói nhiều là 1 ng ít nói hướng nội cà thích ở 1 mình hướng ngoại thích giao tiếp vui vẻ hoà đồng cực đoan,phô mai kéo sợi xúc xích đồ hàn ỏi thích ăn bánh mì coca cola đồ ăn ngọt,xem youtube ngủ nghỉ ngơi nhiếp ảnh ngủ:)),Có,đồ mình sở hữu là được vì mình cũng như vậy. vô duyên chung gu giải trí cá tính người không nói quá nhiều,5,9
3923,Nam,Tra Vinh,sạch sẽ sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt thích đi lang thang một mình,hải sản,coding travelling,không,em thích ở chung với người tôn trọng khoảng cách ... thích bạn cùng phòng dễ thương thấu hiểu vui vẻ hoà đồng,8,9
9359,Nữ,Ha Giang,một người hướng ngoại làm biếng cũng hơi hướng ngoại 50% hướng ngoài là người hướng nội part time,các loại mì,thích khoa học thích động vật,không,cẩn thận thật sự như mình nói trên hòa đồng dễ chịu respect private space and friendly is good hoà đồng với mọi người,8,10
2446,Nữ,Bac Ninh,thích tìm hiểu những điều bí ẩn,các loại thịt nướng thích hamburger ...; các loại thức ăn truyền thống của miền nam như bánh xèo bị dị ứng hải sản có vỏ,học tháo võ thích khám phá xung quanh vẽ,không,mong muốn được ở cùng với người có sở thích khoa học với mình thoải mái không dùng đồ mà chưa xin phép,8,10
1546,Nam,Binh Thuan,ghét sự cô đơn ko thích đi chơi một người vui vẻ là một người 2 hướng,fastfood cơm cháy kho quẹt khoai lang lắc thích ăn vặt phở bò,holywood,không,sẻ chia mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối,8,7
8064,Nam,An Giang,sạch sẽ o tập thể,coca cola xúc xích ít đường,làm gốm đông y,không,dễ tính,7,10
7978,Nam,Bac Ninh,ít nói chuyện có phần hơi thích kiểm soát áp dụng công nghệ mới tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,món nào mình thấy hợp thì đều thích ăn,tập trung nghiên cứu một vấn đề nào đó công nghệ thích chơi suốt ngày,không,mong muốn được ở cùng với người có sở thích khoa học với mình dễ chịu sòng phẳng tiền bạc.,7,9
2705,Nam,Dak Nong,tốt bụng hướng nội - ngoại vui vẻ…,mì cay,thích chơi bóng rổ,không,thật lòng ngay thẳng trầm tính,9,7
7347,Nữ,Hoa Binh,hiểu biết. ghét sự cô đơn nhạy cảm vui vẻ hoạt bát năng động nhưng hơi hướng nội,rau má mix canh trứng cà chua bún đậu mắm tôm có ăn . nhiều lắm nào cũng ăn được,tám chuyện tập thể dục ngoài trời đu otp pokemon,không,giữ vệ sinh nhà cửa sạch sẽ tiết kiệm một chút hòa đồng,9,8
4950,Nam,Dak Nong,lười giao tiếp... mình hk thích sự gượng ép,ăn đồ cay bánh tráng mì nước lọc những món có vị chua trà đào…,tiếng anh...,không,không quậy phá thân thiện biết tôn trọng,9,8
1944,Nữ,Lam Dong,lúc hướng ngoại,tôm cà phê sữa lẩu kim chi thích đồ ăn có trứng muối ăn đồ ngon,esport đi chơi ngoài trời chạy xe xem phim đi phượt,không,vui vẻ thoải mái bạn cùng phòng biết lùa gà giữ không gian riêng tư sạch sẽ gọn gàng,3,10
7953,Nam,Thai Binh,năng động hướng nội hướng nội ít nói thik ở một mình người hướng ngoại áp dụng công nghệ mới,khoai tây lắc,o buổi sáng ngôn ngữ thể dục hội hoạ,không,không thích ai có tính cách bảo thủ o cuộc sống của nhau. không phán xét,6,9
